activity,clip_id,x_acc_mean,x_acc_std,x_acc_min,x_acc_max,x_acc_rms,x_acc_energy,x_acc_spectral_entropy,x_acc_dom_freq,y_acc_mean,y_acc_std,y_acc_min,y_acc_max,y_acc_rms,y_acc_energy,y_acc_spectral_entropy,y_acc_dom_freq,z_acc_mean,z_acc_std,z_acc_min,z_acc_max,z_acc_rms,z_acc_energy,z_acc_spectral_entropy,z_acc_dom_freq,x_gyro_mean,x_gyro_std,x_gyro_min,x_gyro_max,x_gyro_rms,x_gyro_energy,x_gyro_spectral_entropy,x_gyro_dom_freq,y_gyro_mean,y_gyro_std,y_gyro_min,y_gyro_max,y_gyro_rms,y_gyro_energy,y_gyro_spectral_entropy,y_gyro_dom_freq,z_gyro_mean,z_gyro_std,z_gyro_min,z_gyro_max,z_gyro_rms,z_gyro_energy,z_gyro_spectral_entropy,z_gyro_dom_freq,acc_mag_mean,acc_mag_std,acc_mag_sma,corr_x_acc_y_acc,corr_x_acc_z_acc,corr_y_acc_z_acc
jumping,1,0.20204414883669106,4.126816294796433,-9.637609170305335,7.426785981220681,4.131759258363985,17.071434569076505,0.35117491832996606,2.0192072014941282,0.07666894698006742,0.9223292090128652,-1.8228419272722567,2.2797799835779973,0.9255102901801416,0.8565692972293301,0.47054720039238856,4.0384144029882565,-0.02417029882701494,6.258892165332022,-14.979673172472038,9.656871564647279,6.2589388350262665,39.17431534059996,0.35388794211569763,2.0192072014941282,0.07927737380054262,0.7044641846501585,-1.516980502092164,1.547980236456452,0.7089109178532401,0.5025546894515234,0.5761599537863888,1.0096036007470641,-0.5831507053240023,0.8505317628916556,-2.6892356171021814,0.8927792173190306,1.0312463453547212,1.063469024807469,0.4530327562915526,1.0096036007470641,-0.11860246632921242,0.45685476566096667,-1.0131726797532137,1.0193654400855199,0.4719987520391434,0.22278282192650878,0.48689737463561567,3.0288108022411926,5.393490482093891,5.292691151623002,7.868287248155628,-0.2386394126393233,0.9630093943738073,-0.3063847965268224
jumping,1,-0.15886029881072936,5.1960893658277305,-9.637609170305335,7.426785981220681,5.198517220535704,27.024581292206264,0.28554761148618707,2.0192072014941282,-0.018019793222256966,1.4080657327075885,-2.7710518797842245,2.2797799835779973,1.4081810325995485,1.9829738205731309,0.43606303617185743,1.0096036007470641,-1.450361180184863,8.367583260901473,-17.016170161381183,9.656871564647279,8.492349332258168,72.11999718110575,0.3140809978341689,2.0192072014941282,-0.030537609366340333,0.8004254112540268,-2.0036399509597875,1.547980236456452,0.8010077306536992,0.6416133845669891,0.5401751140153176,1.0096036007470641,-0.1532725844700504,1.098322688203559,-2.6892356171021814,2.1969355270221644,1.1089658302097594,1.2298052125728207,0.4773587530407902,1.0096036007470641,-0.12690275907661977,0.36149503097038915,-1.0131726797532137,0.49968495529799095,0.3831226535687248,0.14678296767754115,0.5670491912489674,3.0288108022411926,8.777341681687197,4.907731176093665,12.938348787608128,0.17867113174174465,0.9747183243691646,0.20279661990706058
jumping,1,-0.08617793312825049,4.480947994289768,-9.452581994254874,6.926100246355302,4.481776607963382,20.086321563687754,0.2864658082936948,2.0192072014941282,-0.3269776890581725,1.6794004562054512,-4.0681234020032235,1.9564874995183665,1.7109355047589903,2.927300301444901,0.3210098146316122,2.0192072014941282,-1.1871713433386193,8.78499095193822,-17.016170161381183,9.743805770894715,8.864843023093009,78.58544182408079,0.2629337798163149,2.0192072014941282,-0.023721334852938834,0.7916133745069485,-2.0036399509597875,1.4174364443302505,0.7919687092464471,0.6272144364254835,0.5135909745545104,2.0192072014941282,0.20783710472953068,0.9458831233883715,-1.714251525662174,2.1969355270221644,0.9684478020075709,0.9378911452132951,0.5782813470677678,7.067225205229449,0.007304103017588896,0.23835693767771313,-0.6064631302628067,0.49968495529799095,0.23846882324528038,0.05686737965998877,0.571646684883501,8.076828805976513,8.973706543668822,4.5903871903499445,13.141196347480342,0.655256333802627,0.9767319397403013,0.6976221359232937
jumping,1,0.6249499871897064,3.708994048578062,-8.517539310644025,5.3930177003408515,3.7612762912176363,14.147199338875899,0.3279288211568939,2.0192072014941282,-0.1987553678311145,1.8276499654066412,-4.0681234020032235,1.8190134843589971,1.8384254383282936,3.3798080922925786,0.28224810090490565,2.0192072014941282,0.1553596349380206,9.16390204217798,-17.201116210990772,10.117478812066105,9.16521888744627,84.00123725480185,0.2734115381343287,2.0192072014941282,0.2362680179712169,0.7739602616324185,-1.3130333272169366,1.6608467723207756,0.8092200336757419,0.6548370629021688,0.5292047176915107,5.04801800373532,0.39410987094855215,0.8592188338997466,-1.5343008565357616,2.138619016930698,0.9452933909147597,0.8935795949071248,0.5632772448166498,1.0096036007470641,-0.04088310504758942,0.25186158282202414,-0.9218390879202168,0.42134801363825397,0.2551581571887279,0.06510568517994758,0.5956368871445902,1.0096036007470641,9.029364744878045,4.472003688496219,12.979306864324078,0.7474479566300474,0.9565687102683568,0.8498091751324509
jumping,1,0.8608214456615738,2.253512539025924,-5.765282714736805,4.566190805538048,2.4123292322686694,5.819332324857948,0.3861076063024476,2.0192072014941282,0.055116218163005194,1.7965454276357926,-3.638329423860301,1.9519525302487066,1.7973906840371863,3.2306132710636644,0.2816691031091961,2.0192072014941282,1.423967921269603,7.997734217250139,-17.201116210990772,10.117478812066105,8.123511386745179,65.99143725057858,0.31153400622789407,2.0192072014941282,0.10228643837614258,0.862738100818128,-1.4580717161924523,1.6608467723207756,0.8687804936109852,0.754779546078947,0.4806412954179099,2.0192072014941282,0.21234331581305158,0.9191017512062806,-1.8874220727950397,2.138619016930698,0.9433120972620531,0.8898377128409332,0.5755411322199842,2.0192072014941282,-0.03945819721303952,0.2406635085416341,-0.9218390879202168,0.26229474145034554,0.2438767591856024,0.0594758736708723,0.6168843554212816,2.0192072014941282,7.621279671509466,4.1179459704003865,10.618208994648816,0.7723087134139984,0.9206726252772168,0.9286596684645625
jumping,1,0.6645664137600954,1.6669976029431157,-4.635098587626959,2.944986430920161,1.794583385222333,3.220529526516048,0.40406192825807624,2.0192072014941282,-0.09771386988445747,1.8610417893717255,-4.602106070044838,1.9519525302487066,1.8636052538442014,3.4730245421557107,0.31282144037610443,2.0192072014941282,1.6449556550959836,7.522679817037305,-15.971617201852435,9.944128151281454,7.700427958035364,59.29659073689269,0.29213328641078884,2.0192072014941282,0.03970916112507455,0.8227793986838249,-1.4580717161924523,1.312917280743013,0.8237370675013803,0.6785427563757737,0.4547249086098078,2.0192072014941282,-0.03140404376978078,0.8026301901678505,-1.8874220727950397,1.3920008760997291,0.8032443190798016,0.6452014361339742,0.4810279844031599,2.0192072014941282,-0.07742949407975197,0.18464699987622224,-0.7652396711068489,0.43533579410142736,0.2002244768172362,0.04008984111673596,0.5918465315440297,1.0096036007470641,7.191329800573118,3.7782165772958844,9.774424007911188,0.662111332036167,0.909407433108709,0.8940746331496112
jumping,1,0.4515538100342929,2.080446973841381,-5.826770139897429,3.120660609726682,2.128887139874316,4.532160454322246,0.4396325458759122,2.0192072014941282,-0.34688935825521366,1.9501798695907426,-4.602106070044838,1.9399567379342189,1.9807911930912054,3.923533750627681,0.2993353373297348,2.0192072014941282,0.4832953364998556,8.353010078999302,-15.971617201852435,9.944128151281454,8.366979847122046,70.00635176214645,0.28586712435623995,2.0192072014941282,-0.08494692732203234,0.7700138018522588,-1.884464450632398,1.300079779596867,0.7746852493138257,0.6001372355044242,0.5240714792677341,2.0192072014941282,0.01115231081198136,0.9714109361338944,-2.0835885782728796,1.5469751228968414,0.9714749512349643,0.9437635808769762,0.5165679882915902,2.0192072014941282,0.0011543079867709603,0.26575569480873257,-0.7652396711068489,0.5951042744775721,0.26575820166121034,0.07062742175020054,0.5068901736110591,1.0096036007470641,7.901824869588852,4.002900160813848,10.776257376229808,0.6603040191931648,0.8925591709045709,0.8920307005716976
jumping,1,0.34448459510048346,2.547339332802677,-6.951389685402365,3.9189805572383998,2.5705266605707737,6.607607312705134,0.3574645485079878,2.0192072014941282,-0.2961681493575641,2.000230581830803,-4.353063051848458,2.8681598349692745,2.0220380691730506,4.088637953185078,0.3714408260990914,2.0192072014941282,-0.516684915160896,9.608178682480546,-18.620948967356878,11.625416037209426,9.622061156323443,92.58406089602843,0.23643962190057013,2.0192072014941282,-0.0021589908666779178,0.7525630519787431,-1.884464450632398,1.2300416012351152,0.7525661488833542,0.5663558084451228,0.48289295376449193,2.0192072014941282,-0.10013985538080981,0.9986633277192212,-2.0835885782728796,1.5469751228968414,1.0036714765135641,1.007356432766918,0.5526247198622657,2.0192072014941282,0.09331851565125468,0.2248661396537559,-0.5165240812390264,0.5951042744775721,0.2434607280982621,0.05927312612613591,0.5828934737156134,1.0096036007470641,8.88444749300172,4.934257685408625,12.14533944282255,0.6764559410942107,0.908740935780986,0.879891068656615
jumping,1,0.0999507750703403,2.823532771983651,-7.471974457107361,3.9189805572383998,2.825301306392442,7.982327471902841,0.351530132156857,2.0192072014941282,-0.09607149666495114,2.1833244820638127,-3.6651826133615955,2.922699759613948,2.185437147677933,4.776135526450658,0.2312416868142147,2.0192072014941282,-1.1806106319800334,10.969230713997238,-20.43277385137997,11.797464954691865,11.032581924519965,121.71786392124464,0.23608121789286576,2.0192072014941282,0.04513709485916833,0.7968950681760777,-1.7076531286488033,1.5372211070747603,0.7981723542040786,0.6370791070156812,0.4170898230902216,2.0192072014941282,-0.0805258392027256,0.8158878325574299,-1.9364801230118522,1.8501557623530491,0.8198520391476526,0.6721573660945641,0.5521748376736051,7.067225205229449,0.03859531409101541,0.21047140728504016,-0.5165240812390264,0.5175125011444554,0.21398086726230778,0.045787811554329386,0.6279931135110393,7.067225205229449,10.009256589125739,5.855861119651073,13.645746431948963,0.7192862869149627,0.911460107674267,0.8866787723546651
jumping,1,-0.12663632119770515,2.72274326522325,-7.927573197881063,3.4002224128486254,2.7256866375585167,7.429367646165052,0.37651918454233485,2.0192072014941282,-0.0154718348753947,2.139118319641836,-3.6651826133615955,2.922699759613948,2.1391742713256727,4.5760665631017226,0.3670802069556285,2.0192072014941282,-1.2319580712620546,10.528483186899308,-20.43277385137997,11.92285535017437,10.600315038062272,112.36667890616916,0.219996632183398,2.0192072014941282,-0.158440782829677,0.6877142364355322,-1.7076531286488033,1.5372211070747603,0.705729659756332,0.49805435265978804,0.5039973686174908,2.0192072014941282,0.03262481629367422,0.8246387624299358,-1.9364801230118522,1.994385591609694,0.8252838706409885,0.6810934671401718,0.5172295709324405,7.067225205229449,0.017255385371988948,0.19961976602830458,-0.38783407013942084,0.5175125011444554,0.20036416674029045,0.04014579931353091,0.5921052599962097,7.067225205229449,9.63222156195272,5.620713557626738,13.059242552392163,0.5477412814200988,0.8892785481477835,0.7989133859257971
