time,seconds_elapsed,z,y,x
1761470271520136000,0.041135986328125,-0.009648118311166763,-0.019323645219067112,0.00521567055536434
1761470271530113000,0.051113037109375,-0.002918517795205116,0.002844621441932395,0.004659753705654293
1761470271540088800,0.0610888671875,-0.001426233410835266,0.01615451366365887,-0.008916132508497685
1761470271550066000,0.07106591796875,-0.005023965641856193,0.011075493366317822,-0.003520283080637455
1761470271560042000,0.0810419921875,-0.013110825985670089,-0.01342387399021536,-0.00975355144701898
1761470271570019000,0.09101904296875,0.0027542671442031858,-0.025179988298146053,0.015480751721095292
1761470271579995000,0.100994873046875,-0.000989011037349701,-0.01563031625961885,0.004065952530968934
1761470271589972000,0.110971923828125,-0.0005400982260704041,-0.007418039437849074,0.000005772153660655021
1761470271599948000,0.120947998046875,0.0023100305080413818,0.002900114488834515,-0.018973945865407585
1761470271609925000,0.130925048828125,0.0008148235142230987,0.030100868024863302,-0.01498312266357243
1761470271619901000,0.14090087890625,0.0005196399599313736,0.019342541715782136,0.01074937581764534
1761470271629878000,0.1508779296875,-0.007558452555537223,0.011540644926344976,0.02011776387197897
1761470271639854000,0.16085400390625,-0.018929741397500036,-0.0038171836679801343,0.02640508224684745
1761470271649831200,0.1708310546875,-0.012055179452896117,-0.013863032592460512,0.013042363859340548
1761470271659807000,0.180806884765625,-0.00997018987238407,-0.005931965598557144,-0.011407602264359593
1761470271669784000,0.1907841796875,-0.007427519652247428,-0.011788445674953981,-0.03669929817551747
1761470271679760000,0.200759765625,0.007072130343317985,0.004102768276864663,-0.016515519862622022
1761470271689737000,0.210737060546875,0.008116086438298226,-0.012980925128841771,-0.008966584054101258
1761470271699713000,0.220713134765625,0.004755670094490051,-0.013350059835333376,-0.010688311546482145
1761470271709690000,0.230690185546875,0.003249357184767723,-0.0037624304065946488,-0.008631671277619898
1761470271719666000,0.240666015625,-0.0014858546435832975,-0.012624567705532535,0.0057733409707434475
1761470271729642800,0.250642822265625,0.0112368488073349,-0.00549451489620842,0.006365096318814903
1761470271739619000,0.260619140625,-0.003807575589418411,-0.0051900246574543415,0.016081238364893943
1761470271749596000,0.270595947265625,-0.008334697625041007,-0.006878927592467516,0.024726244048122317
1761470271759572000,0.280572021484375,-0.0012345102310180663,0.008244379859929905,0.01736773451147601
1761470271769548800,0.290548828125,-0.001785129851102829,0.007203611235879362,0.009314520708937197
1761470271779525000,0.300525146484375,-0.005196399599313736,-0.007513910160912201,0.009624773968197406
1761470271789502000,0.310501953125,0.006775777745246887,-0.0007261314506176858,-0.012045534841716289
1761470271799478000,0.32047802734375,-0.007471358793973922,-0.015011481108376756,-0.0043587797313928605
1761470271809454800,0.330454833984375,-0.0009235445857048034,-0.008164939681859686,-0.009678988373465836
1761470271819431200,0.34043115234375,0.008304302486777305,-0.00010389876589179038,0.007782306172978133
1761470271829408300,0.350408203125,-0.0032920272827148436,0.0013314404000062494,-0.00394090137919411
1761470271839384000,0.360384033203125,-0.0011158522874116898,0.0006592676263302564,-0.01754142884425819
1761470271849361200,0.370361083984375,0.006805588361620903,0.008501806953409687,0.005804083168879151
1761470271859337200,0.380337158203125,0.004271101447939872,0.002551301051164046,-0.00007244418170303105
1761470271869314000,0.39031396484375,-0.0038958383947610854,-0.00847074509486556,-0.006688683983683586
1761470271879290000,0.4002900390625,0.00018529343903064726,-0.008012406868115067,-0.008019932587444783
1761470271889267000,0.410266845703125,0.00187222361266613,-0.008994494974333793,-0.001074479097407311
1761470271899243000,0.420242919921875,-0.0072737903952598566,-0.0053445758983492846,-0.010152706832438707
1761470271909220000,0.43022021484375,-0.005777414357662201,-0.020707957450626417,-0.0013755992021411657
1761470271919196200,0.440196044921875,-0.011439677903056144,-0.014933557033957913,-0.0066367163344286375
1761470271929173000,0.450173095703125,0.00888531724512577,0.0006376859821844846,-0.0015750672969967127
1761470271939149000,0.460149169921875,0.0064817632347345345,-0.0024938261097297073,-0.005586549694370478
1761470271949126000,0.4701259765625,0.014725275444984436,0.005294571877317503,-0.0011507592040114103
1761470271959102200,0.480102294921875,0.0027688801914453505,0.012305409620609133,0.0018942162487655878
1761470271969079000,0.4900791015625,-0.0035042087286710735,0.0004980857152491807,0.007451941707450896
1761470271979055000,0.50005517578125,-0.010523732101917265,-0.017169462859863413,0.008622830384038388
1761470271989032000,0.510031982421875,-0.008119009047746657,-0.008245302308537065,0.004288710169866681
1761470271999008300,0.52000830078125,-0.0021188918501138685,-0.000816668411437422,-0.01231368425861001
1761470272008985000,0.529985107421875,0.004167056551575661,-0.007026811630558222,-0.027145415752753616
1761470272018961000,0.5399609375,0.006712649381160736,-0.015023016282543539,-0.01523587358193472
1761470272028938000,0.54993798828125,0.0020686229676008224,-0.0147245356594678,0.0038493323719128963
1761470272038914000,0.5599140625,0.06954115373790264,-0.01400940966005437,0.025997633957117794
1761470272048891100,0.56989111328125,-0.03191781778633594,-0.016203814431792123,0.04919339876864105
1761470272058867000,0.579866943359375,-0.09984744467437266,0.04147185547272674,0.01456659601824358
1761470272068844000,0.589843994140625,0.026453122639656067,0.047746935420529914,-0.03993009679028764
1761470272078820000,0.599820068359375,0.06430676021575928,0.030784384176461024,-0.0431604387473315
1761470272088797200,0.609797119140625,0.029439444974064824,0.028666022049309684,-0.011821589892730116
1761470272098773000,0.61977294921875,-0.09400397934317588,0.023681402037153017,0.03623666736613959
1761470272108750000,0.62975,0.05488602091968059,0.011154769147606566,0.04013310854909941
1761470272118726000,0.639725830078125,0.10650105734467506,-0.009514555059373379,0.01481225960869342
1761470272128703200,0.649703125,-0.04509060309231281,-0.009474588375166059,0.0202921705908142
1761470272138679000,0.659678955078125,-0.10883271516263485,-0.016580520523386075,-0.01125690521467477
1761470272148656000,0.66965625,0.03766191439628601,-0.04780337831550278,-0.0455573620875366
1761470272158632000,0.6796318359375,0.07656301519870758,-0.054500711396522815,-0.027660288206022232
1761470272168609000,0.689609130859375,-0.04599018228054046,-0.032621344679500903,-0.002392338496632874
